# TDC 扫描数据
# 生成时间: 2025-12-10 21:35:44
# Index, Type, ID, Fine, Flag, Coarse, Raw_Hex
# Flag: UP通道标志=1, DOWN通道标志=0
# Coarse: 粗计数低8位 (完整粗计数需结合其他信息)
0,UP,0,3566,1,117,0x001BDD75
1,DOWN,0,3446,0,139,0x401AEC8B
2,UP,1,3529,1,117,0x005B9375
3,DOWN,1,3418,0,139,0x405AB48B
4,UP,2,3546,1,117,0x009BB575
5,DOWN,2,3459,0,139,0x409B068B
6,UP,3,3546,1,117,0x00DBB575
7,DOWN,3,3418,0,139,0x40DAB48B
8,UP,4,3499,1,117,0x011B5775
9,DOWN,4,3390,0,139,0x411A7C8B
10,UP,5,3499,1,117,0x015B5775
11,DOWN,5,3390,0,139,0x415A7C8B
12,UP,6,3478,1,117,0x019B2D75
13,DOWN,6,3365,0,139,0x419A4A8B
14,UP,7,3462,1,117,0x01DB0D75
15,DOWN,7,3348,0,139,0x41DA288B
16,UP,8,3447,1,117,0x021AEF75
17,DOWN,8,3337,0,139,0x421A128B
18,UP,9,3454,1,117,0x025AFD75
19,DOWN,9,3337,0,139,0x425A128B
20,UP,10,3425,1,117,0x029AC375
21,DOWN,10,3329,0,139,0x429A028B
22,UP,11,3397,1,117,0x02DA8B75
23,DOWN,11,3298,0,139,0x42D9C48B
24,UP,12,3397,1,117,0x031A8B75
25,DOWN,12,3268,0,139,0x4319888B
26,UP,13,3378,1,117,0x035A6575
27,DOWN,13,3268,0,139,0x4359888B
28,UP,14,3354,1,117,0x039A3575
29,DOWN,14,3237,0,139,0x43994A8B
30,UP,15,3301,1,117,0x03D9CB75
31,DOWN,15,3190,0,139,0x43D8EC8B
32,UP,16,3311,1,117,0x0419DF75
33,DOWN,16,3213,0,139,0x44191A8B
34,UP,17,3288,1,117,0x0459B175
35,DOWN,17,3174,0,139,0x4458CC8B
36,UP,18,3261,1,117,0x04997B75
37,DOWN,18,3159,0,139,0x4498AE8B
38,UP,19,3261,1,117,0x04D97B75
39,DOWN,19,3130,0,139,0x44D8748B
40,UP,20,3240,1,117,0x05195175
41,DOWN,20,3130,0,139,0x4518748B
42,UP,21,3214,1,117,0x05591D75
43,DOWN,21,3098,0,139,0x4558348B
44,UP,22,3189,1,117,0x0598EB75
45,DOWN,22,3083,0,139,0x4598168B
46,UP,23,3189,1,117,0x05D8EB75
